DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Start Year,Start Month,End Year,End Month,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Admin Cities,Latitude,Longitude
1969-1016-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,2118266.0,8.898209034519557,Kph,1969,8,1969,10,4.0,6.0,82.0,6.0,140.0,1838808.0,2126887.0,2498501.0,2165981.0,1117710.0,2852137.0,26.758903145845927,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2006-06-13,2023-09-25,['Makkah'],22.02782351900705,46.24367449964108
2008-1017-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,1602010.0,7.178547133885115,Kph,2008,8,2008,11,6.0,11.0,115.0,4.0,158.0,960478.0,936485.0,1823741.0,4476198.0,4864536.0,807381.0,36.2857424119048,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2024-08-22,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",20.92443583633679,47.24578602819594
2010-1018-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,2552819.0,4.67308604990609,Kph,2010,1,2010,4,5.0,9.0,89.0,5.0,163.0,3590320.0,1822343.0,733086.0,3341685.0,4931440.0,4876279.0,62.61510746677791,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2012-04-24,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",25.93289095075346,40.211201123381215
2000-1019-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,441438.0,3.572662117440232,Kph,2000,12,2000,12,3.0,8.0,108.0,2.0,154.0,1606548.0,4943159.0,4725458.0,1124408.0,780799.0,3864255.0,8.85173630351278,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2024-02-02,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",28.79056638254468,44.418505842363615
1962-1020-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,2565095.0,5.260938131640185,Kph,1962,7,1962,9,4.0,7.0,99.0,5.0,152.0,2558185.0,2982372.0,54236.0,3588350.0,2095521.0,2032757.0,64.93172199023576,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2019-10-27,2023-09-25,"['Asir', 'Baha', 'Makkah']",17.677906664519696,46.06107809140729
1965-1021-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Taif,No,No,No,4788550.0,4.902478406469903,Kph,1965,5,1965,5,3.0,5.0,110.0,4.0,142.0,4093074.0,4650982.0,4952014.0,1150387.0,1106839.0,574427.0,25.948227370523576,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2013-01-17,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",18.98507238482089,39.27642753040771
1971-1022-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,1222704.0,5.260715460412687,Vaccinated,1971,1,1971,6,4.0,6.0,86.0,3.0,159.0,948719.0,3943920.0,2382093.0,3384749.0,4063208.0,1518170.0,24.02947194739432,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2020-10-30,2023-09-25,['Madinah'],21.907687704158334,41.814019583286495
1960-1023-SAU,No,nat-hyd-flo-flo,Natural,Biological,Flood,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,424171.0,7.396297047356125,Km2,1960,8,1960,11,7.0,10.0,108.0,3.0,169.0,1028473.0,3470105.0,896837.0,141726.0,3964972.0,2043752.0,70.90934557249888,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2015-01-05,2023-09-25,['Asir'],18.628252766895887,47.21862080347073
2001-1024-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,3134427.0,7.019224960310582,Vaccinated,2001,4,2001,4,4.0,13.0,112.0,2.0,140.0,1156287.0,4442478.0,882990.0,576364.0,890070.0,4984842.0,77.86458666904551,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2005-10-07,2023-09-25,"['Asir', 'Makkah']",19.97582623703145,46.15919438859015
1985-1025-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,1638104.0,2.818807864239896,Kph,1985,11,1985,11,4.0,11.0,117.0,3.0,172.0,2017828.0,4855788.0,3800256.0,1862308.0,3254082.0,2047495.0,18.08958152634301,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2010-12-24,2023-09-25,['Makkah'],23.39209285830612,49.20925009417723
2022-1026-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Taif, Asir, Jizan, Najran",No,No,No,1517185.0,7.4228275887840915,Km2,2022,6,2022,8,7.0,15.0,102.0,0.0,143.0,802372.0,4303951.0,1368600.0,25520.0,4779298.0,673317.0,74.6714240617546,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2019-12-05,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",25.659544507682224,36.71400950083532
1976-1027-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,2607493.0,5.017560082649941,°C,1976,4,1976,4,7.0,8.0,101.0,3.0,144.0,3973904.0,55558.0,2246570.0,4264953.0,4220958.0,3753850.0,99.23019303098285,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2017-02-14,2023-09-25,['Jizan'],20.95899082029777,40.95977173186397
2019-1028-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,3922916.0,1.216767940027868,Vaccinated,2019,1,2019,7,13.0,9.0,83.0,4.0,157.0,4583593.0,454922.0,1026529.0,2817322.0,1388424.0,4630483.0,91.63626979937928,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2015-01-01,2023-09-25,['Madinah'],20.06221702469287,37.94169649540179
1982-1029-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,3244803.0,4.4890122330825335,°C,1982,7,1982,10,5.0,10.0,107.0,3.0,134.0,4016042.0,1694477.0,3174446.0,4577855.0,2511702.0,1710486.0,91.37130697072575,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2010-11-02,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",19.51216840129534,49.618208977983045
1995-1030-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,1580236.0,2.6513701740848257,Kph,1995,9,1995,10,7.0,13.0,96.0,1.0,160.0,3190515.0,4690660.0,4034127.0,1164591.0,1719323.0,655043.0,101.12893611565096,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2012-11-14,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",18.240296618567186,38.955257039519246
1999-1031-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,1566731.0,2.719523028726054,Kph,1999,3,1999,4,7.0,9.0,103.0,1.0,143.0,3047216.0,939096.0,1427073.0,727496.0,3311580.0,3330963.0,51.83060616058536,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2016-12-31,2023-09-25,['Tabuk'],24.63748446253109,37.43020816837377
1971-1032-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,3042260.0,8.844614401439905,Kph,1971,8,1971,12,5.0,10.0,112.0,1.0,153.0,3399149.0,785373.0,3730035.0,1660510.0,2599714.0,3441547.0,78.11032146720467,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2009-01-09,2023-09-25,['Asir'],23.830799418290248,38.31814162729403
1985-1033-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,3304927.0,6.007131011496073,Kph,1985,7,1985,10,3.0,7.0,119.0,0.0,123.0,4077668.0,4109474.0,1611728.0,3404945.0,2706357.0,3313520.0,96.73609698956555,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2008-09-13,2023-09-25,['Tabuk'],22.82907290647783,48.149980667936745
2016-1034-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Madinah, Makkah, Hail, Tabuk",No,No,No,3614363.0,1.8837929050511573,Km2,2016,10,2016,12,4.0,5.0,87.0,8.0,126.0,2176799.0,3574040.0,3753197.0,1054048.0,3321916.0,1520724.0,92.21746436381558,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2018-06-22,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",20.752046023278115,47.79232732537852
1969-1035-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,176113.0,3.8010020733338408,Kph,1969,11,1969,11,8.0,11.0,112.0,3.0,165.0,3976108.0,2225585.0,1588153.0,2586024.0,2784454.0,2287955.0,14.133609790698063,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2008-11-01,2023-09-25,['Tabuk'],26.07644676793845,38.244860345548304
1997-1036-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,2331727.0,6.466070109276767,Kph,1997,8,1997,12,10.0,6.0,95.0,3.0,149.0,1506781.0,1085748.0,3771221.0,2803271.0,201968.0,2372460.0,29.005641960116968,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2017-10-05,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",31.86360536232077,35.922755393588524
1990-1037-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Southern Region,No,No,No,2368632.0,3.2963050653993022,°C,1990,2,1990,3,2.0,13.0,93.0,3.0,160.0,2495550.0,2632667.0,2654762.0,2412511.0,2452577.0,2485941.0,104.4662782669155,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2017-04-01,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",21.22293722405269,43.397664684632446
1971-1038-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,424734.0,7.97229444921901,Kph,1971,6,1971,7,5.0,13.0,99.0,2.0,163.0,2460950.0,535543.0,4950314.0,1390558.0,4958051.0,3839327.0,29.155636718300563,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2014-07-19,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",26.81683611498807,41.689374605154825
1986-1039-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,250096.0,6.108207581312684,Vaccinated,1986,3,1986,10,6.0,11.0,101.0,1.0,136.0,204600.0,3597612.0,4515083.0,4915448.0,4490487.0,3665032.0,88.66377192572288,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2007-01-09,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",28.161505255009555,41.63448143571365
2012-1040-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,281427.0,5.786618120979416,Vaccinated,2012,8,2012,9,2.0,11.0,109.0,1.0,128.0,4216480.0,3752976.0,2009332.0,2240583.0,4597559.0,980023.0,35.62457076447684,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2021-03-06,2023-09-25,"['Asir', 'Baha', 'Makkah']",26.96904459566354,41.45458842349194
1984-1041-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,1299167.0,2.167376592281164,Kph,1984,1,1984,6,4.0,8.0,84.0,0.0,129.0,4367028.0,1447330.0,106324.0,4334978.0,926861.0,4657489.0,77.3938217594129,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2023-10-17,2023-09-25,['Tabuk'],31.786601492274343,37.1374331435227
1993-1042-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Epidemic,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,4007303.0,8.489697969949518,Vaccinated,1993,10,1993,10,11.0,6.0,107.0,4.0,159.0,257613.0,2101776.0,764115.0,840962.0,4105308.0,397848.0,63.31317284845128,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2009-10-17,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",25.80710679784969,39.482538295059705
1991-1043-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,4028633.0,1.2452200176464483,Vaccinated,1991,8,1991,10,10.0,9.0,103.0,4.0,149.0,4979847.0,2761581.0,1759453.0,340206.0,1276400.0,4602639.0,47.55756922400306,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2018-06-05,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",29.44723850043093,37.61290004867381
2003-1044-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,4172412.0,7.965999210180091,Km2,2003,2,2003,6,4.0,14.0,103.0,2.0,167.0,4971579.0,1563771.0,4284467.0,3815865.0,1709620.0,1580749.0,75.28599215323294,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2008-03-24,2023-09-25,"['Northern Frontier', 'Riyad']",25.48669439730851,43.69122349015251
1960-1045-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,2368632.0,5.844305261159063,°C,1960,5,1960,12,6.0,16.0,86.0,3.0,184.0,2495550.0,2632667.0,2654762.0,2412511.0,2452577.0,2485941.0,31.69358088923679,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2024-04-30,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",26.620872441948883,42.119463136247205
2009-1046-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Taif,No,No,No,3851248.0,2.299055157298567,Kph,2009,7,2009,12,10.0,12.0,91.0,2.0,147.0,4419831.0,2956059.0,554434.0,3733538.0,4116928.0,1670572.0,82.53716697138928,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2015-07-10,2023-09-25,"['Asir', 'Makkah']",17.502411452630696,45.089031773376895
1993-1047-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,2840667.0,7.382509190869076,Kph,1993,6,1993,9,6.0,10.0,101.0,0.0,153.0,1442813.0,4811421.0,4876542.0,4529779.0,4309561.0,375073.0,44.87750691881913,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2017-11-07,2023-09-25,['Asir'],29.90241000864913,40.6350837782259
2007-1048-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,2349004.0,5.268820373815028,°C,2007,2,2007,6,6.0,17.0,96.0,2.0,154.0,2908408.0,1230129.0,4439424.0,2412511.0,2407994.0,4642198.0,60.88732240059922,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2025-03-11,2023-09-25,['Asir'],22.309845181093603,43.2412135764568
1975-1049-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,3786414.0,5.179848324128947,Km2,1975,10,1975,11,4.0,18.0,110.0,0.0,154.0,4385231.0,1730182.0,2202914.0,3737111.0,4233961.0,3939842.0,27.2647081903638,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2012-02-02,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",26.897885663439723,37.721575215434406
1983-1050-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,3362674.0,3.4164840146783604,Kph,1983,10,1983,10,5.0,7.0,103.0,3.0,157.0,188161.0,1467972.0,2861680.0,3325867.0,2697838.0,2338455.0,77.7057958890588,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2007-11-30,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",29.16182909621885,41.35607380473144
1983-1051-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,4790719.0,7.18098181959506,Kph,1983,12,1983,12,3.0,4.0,81.0,4.0,144.0,3218657.0,2247512.0,3689792.0,1630163.0,3877722.0,4451166.0,43.10914854382916,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2007-02-08,2023-09-25,['Madinah'],17.37053199354289,48.41286311996177
1993-1052-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,4778495.0,2.607469509272452,Km2,1993,7,1993,12,1.0,10.0,108.0,2.0,161.0,746425.0,3298964.0,3281866.0,465126.0,2823497.0,4527518.0,21.72692216499293,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2013-04-20,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",22.551645648083262,41.34033670094284
1995-1053-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,3696872.0,5.43041792569901,Km2,1995,1,1995,2,7.0,9.0,104.0,3.0,163.0,3278942.0,1958680.0,4459472.0,3981342.0,4981748.0,2626839.0,41.34047128646748,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2015-05-24,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",29.20457773172635,39.19555307707219
1984-1054-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,3537284.0,8.186093018341648,Kph,1984,2,1984,7,3.0,18.0,128.0,3.0,155.0,236038.0,2950328.0,1349454.0,3057633.0,4259769.0,1373603.0,20.96260957850805,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2008-04-05,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",18.7974180361666,42.53849114695164
1978-1055-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,2066397.0,3.378840385894711,Kph,1978,2,1978,10,2.0,12.0,110.0,3.0,134.0,4700537.0,1955812.0,2725849.0,4534257.0,3989981.0,4493842.0,43.61473184211541,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2013-06-20,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",19.82688166745481,37.133740530307946
1966-1056-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,1932846.0,1.1535382145844535,Kph,1966,5,1966,9,5.0,4.0,96.0,3.0,134.0,1847292.0,2485402.0,417820.0,3637562.0,4465035.0,3046346.0,90.12202243855796,"[{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2008-12-25,2023-09-25,"['Jizan', 'Makkah', 'Najran']",25.31437167647956,45.21462240857367
2001-1057-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,4183517.0,6.505077648692337,°C,2001,5,2001,9,7.0,15.0,114.0,2.0,156.0,400287.0,4226664.0,1111398.0,2377663.0,2128165.0,4357171.0,58.40082539199574,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2018-06-25,2023-09-25,['Asir'],17.222669751008823,39.19051570902074
